Name;Age;Nationality;CC;Overall;Value (EUR);Wage per week (EUR);Preferred Foot;Position;Field
M. Piossek;28;Poland;POL;66;650000;1000;Right;RM;Midfield
R. Eckardt;28;Germany;DEU;66;650000;1000;Right;RDM;Midfield
R. Riski;28;Finland;FIN;66;650000;1000;Right;RW;Attack
B. Jayiya;28;South Africa;ZAF;66;650000;1000;Right;RW;Attack
M. Saeid;27;Sweden;SWE;66;650000;1000;Left;CM;Midfield
Lee Chang Geun;24;Korea Republic;KOR;66;650000;1000;Right;GK;Defense
Y. Rivera;29;Colombia;COL;66;625000;1000;Right;LM;Midfield
D. Cappelletti;26;Italy;ITA;66;625000;1000;Right;CB;Defense
S. Gannon;26;Republic of Ireland;IRL;66;625000;1000;Right;RB;Defense
N. Peñailillo;26;Chile;CHL;66;625000;1000;Left;LB;Defense
S. Scappini;30;Italy;ITA;66;625000;1000;Right;RS;Attack
C. Guerra;23;Chile;CHL;66;625000;1000;Right;GK;Defense
A. Paleari;25;Italy;ITA;66;625000;1000;Right;GK;Defense
T. Gabuza;30;South Africa;ZAF;66;625000;1000;Right;ST;Attack
M. Könnecke;29;Germany;DEU;66;625000;1000;Right;CAM;Midfield
T. Leugers;27;Germany;DEU;66;600000;1000;Left;LDM;Midfield
J. Aguirre;26;Colombia;COL;66;600000;1000;Right;GK;Defense
Gu Sung Yun;24;Korea Republic;KOR;66;600000;1000;Right;GK;Defense
F. Perucchini;26;Italy;ITA;66;575000;1000;Left;GK;Defense
N. Proschwitz;31;Germany;DEU;66;575000;1000;Right;ST;Attack
E. Barli;26;Norway;NOR;66;575000;1000;Right;GK;Defense
A. Straith;27;Canada;CAN;66;550000;1000;Right;LCB;Defense
L. Cabezas;32;Colombia;COL;66;525000;1000;Left;ST;Attack
M. Albertazzi;27;Italy;ITA;66;525000;1000;Left;LB;Defense
F. Kurto;27;Poland;POL;66;525000;1000;Right;GK;Defense
D. Frick;28;Germany;DEU;66;525000;1000;Right;LDM;Midfield
A. Baclet;32;France;FRA;66;525000;1000;Left;ST;Attack
P. Funk;28;Germany;DEU;66;525000;1000;Right;LCM;Midfield
I. Lanni;28;Italy;ITA;66;525000;1000;Right;GK;Defense
A. Ligi;28;Italy;ITA;66;525000;1000;Right;CB;Defense
L. Copete;29;Nicaragua;NIC;66;500000;1000;Right;LCB;Defense
H. Pertuz;29;Colombia;COL;66;500000;1000;Right;RCB;Defense
K. Andersen;32;Belgium;BEL;66;500000;1000;Right;CAM;Midfield
E. Farias;29;Chile;CHL;66;500000;1000;Left;CDM;Midfield
L. Vácha;29;Czech Republic;CZE;66;500000;1000;Right;CDM;Midfield
L. Martinelli;29;Italy;ITA;66;500000;1000;Right;LCB;Defense
N. Ravaglia;29;Italy;ITA;66;500000;1000;Right;GK;Defense
F. Castillo;28;Colombia;COL;66;500000;1000;Left;LB;Defense
L. Paz;29;Colombia;COL;66;500000;1000;Right;CDM;Midfield
L. Saldaña;28;Colombia;COL;66;500000;1000;Left;LB;Defense
J. Abarca;29;Chile;CHL;66;500000;1000;Right;RB;Defense
D. Thopola;28;South Africa;ZAF;66;500000;1000;Right;RB;Defense
M. Booysen;29;South Africa;ZAF;66;500000;1000;Right;CB;Defense
R. Lange;29;Germany;DEU;66;475000;1000;Left;LM;Midfield
M. Rubin;30;Italy;ITA;66;475000;1000;Left;LB;Defense
R. Åhman Persson;31;Sweden;SWE;66;425000;1000;Left;LDM;Midfield
E. Godoy;31;Chile;CHL;66;425000;1000;Left;CB;Defense
N. Madonna;31;Italy;ITA;66;425000;1000;Right;RWB;Defense
N. Manfredini;30;Italy;ITA;66;425000;1000;Right;GK;Defense
Y. Akimoto;30;Japan;JPN;66;425000;1000;Right;GK;Defense
M. Drudi;31;Italy;ITA;66;425000;1000;Right;RCB;Defense
Isidoro;31;Spain;ESP;66;425000;1000;Right;RB;Defense
P. Kovář;32;Czech Republic;CZE;66;375000;1000;Right;GK;Defense
E. Domaschke;32;Germany;DEU;66;375000;1000;Right;GK;Defense
F. Cosenza;32;Italy;ITA;66;375000;1000;Right;CB;Defense
M. Stein;32;Germany;DEU;66;375000;1000;Right;RCB;Defense
C. Ayala;32;Colombia;COL;66;375000;1000;Right;LDM;Midfield
K. Bülow;32;Germany;DEU;66;375000;1000;Right;LDM;Midfield
S. Mpontshane;32;South Africa;ZAF;66;375000;1000;Left;GK;Defense
Y. Anchico;34;Colombia;COL;66;325000;1000;Right;CM;Midfield
M. Ríos;34;Chile;CHL;66;325000;1000;Right;RM;Midfield
D. Rangelov;35;Bulgaria;BGR;66;300000;1000;Right;LS;Attack
T. Charles;33;Argentina;ARG;66;260000;1000;Left;CB;Defense
A. Zapata;33;Colombia;COL;66;260000;1000;Right;CB;Defense
M. Mikić;38;Croatia;HRV;66;220000;1000;Right;RM;Midfield
D. Herner;34;Argentina;ARG;66;200000;1000;Right;RCB;Defense
H. Patronen;34;Finland;FIN;66;200000;1000;Right;CB;Defense
G. Sandoval;34;Chile;CHL;66;200000;1000;Right;LDM;Midfield
Magno Novaes;35;Brazil;BRA;66;150000;1000;Right;GK;Defense
A. Balijon;35;France;FRA;66;150000;1000;Right;GK;Defense
A. Angoula;37;France;FRA;66;90000;1000;Right;CB;Defense
M. Restrepo;37;Colombia;COL;66;90000;1000;Right;CDM;Midfield
N. Douchez;38;France;FRA;66;40000;1000;Right;GK;Defense
D. Bičík;37;Czech Republic;CZE;66;40000;1000;Right;GK;Defense
Kim Yong Dae;38;Korea Republic;KOR;66;40000;1000;Right;GK;Defense
B. Castillo;40;Colombia;COL;66;40000;1000;Right;GK;Defense
F. Feuillassier;20;Argentina;ARG;65;1200000;23000;Right;LW;Attack
Fidalgo;21;Spain;ESP;65;875000;20000;Right;CM;Midfield
Javi Hernández;20;Spain;ESP;65;1100000;18000;Left;CB;Defense
J. Untersee;24;Switzerland;CHE;65;750000;17000;Right;RM;Midfield
J. Mason;27;Republic of Ireland;IRL;65;575000;16000;Right;ST;Attack
G. Zelalem;21;United States;USA;65;875000;15000;Right;CM;Midfield
J. Cullen;22;Republic of Ireland;IRL;65;850000;14000;Right;CDM;Midfield
L. Amos;21;England;GBR;65;1200000;13000;Left;CM;Midfield
T. Chong;18;Netherlands;NLD;65;1100000;13000;Left;RW;Attack
A. Díaz;22;Mexico;MEX;65;775000;13000;Right;ST;Attack
E. Pimentel;28;Mexico;MEX;65;450000;13000;Right;CB;Defense
C. Woodrow;23;England;GBR;65;775000;12000;Right;RS;Attack
O. Mares;31;Mexico;MEX;65;350000;12000;Left;LB;Defense
C. Gribbin;19;England;GBR;65;1200000;11000;Left;CAM;Midfield
H. Chapman;20;England;GBR;65;1200000;11000;Right;LW;Attack
E. Hamilton;19;Scotland;GBR;65;1000000;11000;Left;CM;Midfield
Chumi;19;Spain;ESP;65;1000000;11000;Right;CB;Defense
Jorge Cuenca;18;Spain;ESP;65;850000;11000;Left;CB;Defense
L. Wing;23;England;GBR;65;750000;11000;Right;CM;Midfield
U. Nayir;25;Turkey;TUR;65;725000;11000;Right;ST;Attack
J. Espericueta;23;Mexico;MEX;65;700000;11000;Left;CM;Midfield
K. Harris;25;England;GBR;65;675000;11000;Right;LM;Midfield
C. Elder;23;Australia;AUS;65;650000;11000;Left;LB;Defense
S. O'Keefe;27;England;GBR;65;550000;11000;Right;CM;Midfield
C. Paredes;20;Paraguay;PRY;65;1200000;10000;Right;CM;Midfield
T. Walker;21;England;GBR;65;875000;10000;Right;RS;Attack
R. Williams;21;England;GBR;65;850000;10000;Right;LW;Attack
Olabe;22;Spain;ESP;65;850000;10000;Right;CM;Midfield
H. Kane;19;England;GBR;65;825000;10000;Right;RCM;Midfield
M. Eisa;23;Sudan;SDN;65;775000;10000;Right;ST;Attack
C. Ekuban;24;Italy;ITA;65;750000;10000;Right;ST;Attack
M. Scavone;31;Italy;ITA;65;475000;10000;Left;LCM;Midfield
J. Jones;29;England;GBR;65;375000;10000;Right;GK;Defense
G. Castrovilli;21;Italy;ITA;65;1200000;9000;Right;RW;Attack
J. Ngoy;20;Belgium;BEL;65;1100000;9000;Right;RM;Midfield
H. Adelakun;22;England;GBR;65;950000;9000;Right;RM;Midfield
A. Al Zain;26;Saudi Arabia;SAU;65;575000;9000;Right;RCM;Midfield
D. Ball;28;England;GBR;65;550000;9000;Right;LM;Midfield
A. Lonergan;34;England;GBR;65;220000;9000;Left;GK;Defense
M. Sylla;18;France;FRA;65;1100000;8000;Right;ST;Attack
J. Godínez;21;Mexico;MEX;65;1100000;8000;Right;ST;Attack
E. Ampadu;17;Wales;GBR;65;1100000;8000;Right;LDM;Midfield
R. McCrorie;20;Scotland;GBR;65;1100000;8000;Right;CDM;Midfield
A. Sabiri;21;Germany;DEU;65;925000;8000;Right;LM;Midfield
H. Weydandt;22;Germany;DEU;65;775000;8000;Right;ST;Attack
L. Coyle;22;England;GBR;65;700000;8000;Right;RB;Defense
N. Brock-Madsen;25;Denmark;DNK;65;700000;8000;Right;ST;Attack
Nito Carbelho;26;Brazil;BRA;65;600000;8000;Right;ST;Attack
L. Filippini;22;Italy;ITA;65;600000;8000;Left;LB;Defense
H. Kadish;25;Saudi Arabia;SAU;65;550000;8000;Left;LB;Defense
A. Erceg;28;Croatia;HRV;65;550000;8000;Right;LS;Attack
J. Haugaard;26;Denmark;DNK;65;500000;8000;Left;GK;Defense
J. Leutwiler;29;Canada;CAN;65;375000;8000;Right;GK;Defense
L. Daniels;30;England;GBR;65;350000;8000;Right;GK;Defense
Marcelo Vildeia;34;Brazil;BRA;65;280000;8000;Right;ST;Attack
M. Antonucci;19;Italy;ITA;65;1200000;7000;Right;LW;Attack
Y. Adli;17;France;FRA;65;1100000;7000;Right;CM;Midfield
I. Azzaoui;20;Belgium;BEL;65;975000;7000;Right;LM;Midfield
F. Beltrán;20;Mexico;MEX;65;875000;7000;Right;CM;Midfield
S. Tetteh;21;Ghana;GHA;65;850000;7000;Right;ST;Attack
Álvaro;20;Spain;ESP;65;775000;7000;Left;GK;Defense
P. Clement;22;Netherlands;NLD;65;750000;7000;Right;CAM;Midfield
I. Vassell;24;England;GBR;65;700000;7000;Right;ST;Attack
Z. Vyner;21;England;GBR;65;650000;7000;Right;RB;Defense
D. Ball;22;England;GBR;65;650000;7000;Right;RDM;Midfield
A. Al Zaqan;27;Saudi Arabia;SAU;65;575000;7000;Right;RM;Midfield
M. Abusabaan;28;Saudi Arabia;SAU;65;525000;7000;Right;CM;Midfield
M. Naamani;27;Algeria;DZA;65;525000;7000;Right;RCB;Defense
V. Damascan;19;Moldova;MKD;65;1200000;6000;Right;ST;Attack
E. Iyoha;20;Germany;DEU;65;975000;6000;Right;ST;Attack
F. Reese;20;Germany;DEU;65;975000;6000;Right;ST;Attack
K. Edwards;20;England;GBR;65;975000;6000;Right;LM;Midfield
R. Kouamé;21;Mali;MLI;65;925000;6000;Left;CM;Midfield
E. Mwepu;20;Zambia;ZMB;65;925000;6000;Right;CM;Midfield
A. O'Neill;19;Australia;AUS;65;925000;6000;Right;RM;Midfield
D. Atanga;21;Ghana;GHA;65;850000;6000;Left;RM;Midfield
M. Honsak;21;Austria;AUT;65;800000;6000;Left;LM;Midfield
Guridi;23;Spain;ESP;65;775000;6000;Left;CM;Midfield
J. Günther-Schmidt;23;Germany;DEU;65;775000;6000;Right;RS;Attack
P. Twumasi;24;Ghana;GHA;65;750000;6000;Right;RW;Attack
F. Palacios Martínez;23;Spain;ESP;65;750000;6000;Right;ST;Attack
J. Dacres-Cogley;22;England;GBR;65;700000;6000;Right;RB;Defense
Q. Maceiras;22;Switzerland;CHE;65;700000;6000;Right;RB;Defense
S. Al Jaman;24;Saudi Arabia;SAU;65;675000;6000;Right;LM;Midfield
K. Hemmings;26;England;GBR;65;650000;6000;Right;ST;Attack
M. Pink;27;Austria;AUT;65;625000;6000;Right;ST;Attack
S. Al Rubaie;24;Saudi Arabia;SAU;65;625000;6000;Right;RCB;Defense
J. Husband;24;England;GBR;65;600000;6000;Left;LB;Defense
M. Fox;24;Wales;GBR;65;575000;6000;Left;LB;Defense
J. Akinde;28;England;GBR;65;550000;6000;Right;ST;Attack
S. Al Duayyi;25;Saudi Arabia;SAU;65;550000;6000;Right;CB;Defense
Song Boxuan;28;China PR;CHN;65;550000;6000;Left;LM;Midfield
H. Acosta;26;Mexico;MEX;65;525000;6000;Right;RB;Defense
C. Amissi;28;Burundi;BDI;65;525000;6000;Right;LDM;Midfield
S. Walker;26;England;GBR;65;475000;6000;Right;GK;Defense
R. Sufyani;31;Saudi Arabia;SAU;65;475000;6000;Left;RM;Midfield
Teixeira José;28;Brazil;BRA;65;425000;6000;Right;RB;Defense
C. Davies;32;Wales;GBR;65;425000;6000;Right;ST;Attack
Wang Xiaolong;32;China PR;CHN;65;425000;6000;Left;RW;Attack
A. Al Zori;30;Saudi Arabia;SAU;65;400000;6000;Left;LB;Defense
A. Jaakkola;31;Finland;FIN;65;325000;6000;Right;GK;Defense
R. Ruiz;32;Mexico;MEX;65;300000;6000;Right;RB;Defense
A. Stolz;34;Germany;DEU;65;220000;6000;Right;GK;Defense
O. Abdulaziz;34;Saudi Arabia;SAU;65;160000;6000;Right;CDM;Midfield
E. Demirović;20;Bosnia Herzegovina;MKD;65;1200000;5000;Right;ST;Attack
N. Manzambi;21;Switzerland;CHE;65;1200000;5000;Right;ST;Attack
L. Pellegrini;19;Italy;ITA;65;1000000;5000;Left;LB;Defense
S. Pontisso;21;Italy;ITA;65;950000;5000;Right;CM;Midfield
N. Garmendia;20;Spain;ESP;65;925000;5000;Right;CAM;Midfield
J. Mejías;20;Venezuela;VEN;65;925000;5000;Right;RCB;Defense
Escriche;20;Spain;ESP;65;875000;5000;Right;RS;Attack
Avilés;20;Spain;ESP;65;850000;5000;Right;RM;Midfield
J. Thorniley;21;England;GBR;65;850000;5000;Left;CB;Defense
V. Sierro;22;Switzerland;CHE;65;825000;5000;Right;RCM;Midfield
O. Rodríguez;21;Mexico;MEX;65;800000;5000;Left;LB;Defense
B. Arce;19;Ecuador;ECU;65;800000;5000;Right;LM;Midfield
K. Dabila;21;Ivory Coast;CIV;65;775000;5000;Right;CB;Defense
A. Krešić;22;Croatia;HRV;65;750000;5000;Right;CB;Defense
L. Görtler;24;Germany;DEU;65;750000;5000;Right;ST;Attack
B. Atik;23;Turkey;TUR;65;750000;5000;Right;CAM;Midfield
A. Katranis;20;Greece;GRC;65;750000;5000;Left;LB;Defense
A. Gruber;23;Austria;AUT;65;750000;5000;Left;LW;Attack
F. Fydriszewski;25;Argentina;ARG;65;725000;5000;Right;ST;Attack
N. Oroz;24;Argentina;ARG;65;725000;5000;Left;RCM;Midfield
A. Pavlović;24;Serbia;SRB;65;725000;5000;Left;ST;Attack
Júnior Tavares;21;Brazil;BRA;65;725000;5000;Left;LB;Defense
J. Ryerson;20;Norway;NOR;65;700000;5000;Right;CDM;Midfield
A. Tshibola;23;DR Congo;CIV;65;700000;5000;Right;CM;Midfield
F. Kath;23;Germany;DEU;65;700000;5000;Left;LM;Midfield
Javi Jiménez;21;Spain;ESP;65;700000;5000;Right;CB;Defense
R. Miyaichi;25;Japan;JPN;65;675000;5000;Right;RM;Midfield
S. Al Sawadi;25;Saudi Arabia;SAU;65;675000;5000;Right;CAM;Midfield
Bruno Andrade;24;Portugal;PRT;65;675000;5000;Right;LM;Midfield
Einar Galilea;24;Spain;ESP;65;675000;5000;Left;CB;Defense
C. Doidge;25;Wales;GBR;65;675000;5000;Right;ST;Attack
Pak Kwang Ryong;25;Korea DPR;PRK;65;650000;5000;Right;RW;Attack
Paulo Otávio;23;Brazil;BRA;65;650000;5000;Left;LB;Defense
L. Norris;25;England;GBR;65;650000;5000;Right;ST;Attack
L. Grozurek;26;Austria;AUT;65;625000;5000;Right;RF;Attack
Damià;22;Spain;ESP;65;625000;5000;Right;CDM;Midfield
K. van Veen;27;Netherlands;NLD;65;625000;5000;Right;LS;Attack
L. Jäger;24;Austria;AUT;65;625000;5000;Right;CDM;Midfield
T. Al Absi;25;Saudi Arabia;SAU;65;600000;5000;Right;LCB;Defense
A. Walongwa;24;Congo;COG;65;550000;5000;Right;CB;Defense
I. Ouédraogo;29;Burkina Faso;BFA;65;550000;5000;Right;ST;Attack
R. Reid;29;England;GBR;65;550000;5000;Right;ST;Attack
D. Worrall;28;England;GBR;65;550000;5000;Right;RM;Midfield
J. O'Shea;29;Republic of Ireland;IRL;65;525000;5000;Right;RCM;Midfield
E. Šipović;27;Bosnia Herzegovina;MKD;65;500000;5000;Right;RCB;Defense
M. Atwa;27;Egypt;EGY;65;500000;5000;Right;RCB;Defense
M. O'Connor;30;Northern Ireland;IRL;65;500000;5000;Right;RCM;Midfield
Paulito Zanon;26;Brazil;BRA;65;475000;5000;Right;CDM;Midfield
C. Evina;26;Cameroon;CMR;65;450000;5000;Left;LB;Defense
G. Allison;27;Mexico;MEX;65;425000;5000;Right;GK;Defense
A. Al Mutairi;32;Saudi Arabia;SAU;65;425000;5000;Right;LM;Midfield
César Ortiz;29;Spain;ESP;65;425000;5000;Right;RCB;Defense
T. Bu Haymid;30;Saudi Arabia;SAU;65;400000;5000;Left;RWB;Defense
T. Schrammel;30;Austria;AUT;65;400000;5000;Left;LM;Midfield
A. Castro;31;Mexico;MEX;65;375000;5000;Right;CDM;Midfield
D. Jones;31;England;GBR;65;350000;5000;Left;LB;Defense
K. Sharahili;31;Saudi Arabia;SAU;65;325000;5000;Left;GK;Defense
H. Guy;33;Ivory Coast;CIV;65;325000;5000;Right;CM;Midfield
M. Malaeka;32;Saudi Arabia;SAU;65;300000;5000;Right;GK;Defense
M. Langer;33;Austria;AUT;65;270000;5000;Right;GK;Defense
D. Mirfin;33;England;GBR;65;220000;5000;Right;CB;Defense
S. Chukwueze;19;Nigeria;NGA;65;1200000;4000;Left;RS;Attack
R. Massimo;17;Germany;DEU;65;1100000;4000;Right;RM;Midfield
M. Coppolaro;21;Italy;ITA;65;1100000;4000;Right;RCB;Defense
Raul Asencio;20;Spain;ESP;65;1100000;4000;Right;ST;Attack
F. Götze;20;Germany;DEU;65;1100000;4000;Right;CB;Defense
D. Szoboszlai;17;Hungary;HUN;65;1100000;4000;Right;CAM;Midfield
T. Edwards;19;England;GBR;65;1000000;4000;Right;RB;Defense
K. Davis;20;England;GBR;65;950000;4000;Right;ST;Attack
V. Janelt;20;Germany;DEU;65;925000;4000;Left;CM;Midfield
Pastrana;21;Spain;ESP;65;875000;4000;Left;LM;Midfield
T. Rodríguez;22;Argentina;ARG;65;875000;4000;Right;RM;Midfield
N. Briasco;22;Armenia;ARM;65;875000;4000;Right;ST;Attack
R. Mmaee;21;Belgium;BEL;65;850000;4000;Right;ST;Attack
P. Azango;21;Nigeria;NGA;65;850000;4000;Left;LW;Attack
S. Lovric;20;Austria;AUT;65;850000;4000;Right;RCM;Midfield
D. Rodríguez;22;Argentina;ARG;65;850000;4000;Right;CM;Midfield
H. El Mokeddem;19;France;FRA;65;850000;4000;Left;RW;Attack
B. Passi;20;France;FRA;65;825000;4000;Right;CB;Defense
Hu Jinghang;21;China PR;CHN;65;825000;4000;Right;ST;Attack
P. Jaquez;22;Mexico;MEX;65;825000;4000;Right;CB;Defense
M. Osei Kwadwo;23;Ghana;GHA;65;800000;4000;Right;RM;Midfield
F. Lohkemper;23;Germany;DEU;65;775000;4000;Right;LS;Attack
M. Mbaye;22;Senegal;SEN;65;775000;4000;Right;LCM;Midfield
Fran Manzanara;21;Spain;ESP;65;775000;4000;Right;CDM;Midfield
M. Costly;22;Germany;DEU;65;750000;4000;Right;RW;Attack
B. Rivero;22;Argentina;ARG;65;750000;4000;Right;CDM;Midfield
H. Da Campo;23;Argentina;ARG;65;750000;4000;Right;LM;Midfield
M. Aaquist;23;Denmark;DNK;65;750000;4000;Right;CAM;Midfield
J. Vitale;22;Argentina;ARG;65;725000;4000;Right;CDM;Midfield
T. Fountas;22;Greece;GRC;65;725000;4000;Right;ST;Attack
F. Ananou;20;Germany;DEU;65;725000;4000;Right;RB;Defense
A. Ndom;22;France;FRA;65;725000;4000;Left;CDM;Midfield
G. Di Noia;23;Italy;ITA;65;725000;4000;Left;CM;Midfield
M. Amini;25;Australia;AUS;65;700000;4000;Right;CM;Midfield
J. Stockley;24;England;GBR;65;700000;4000;Right;RS;Attack
N. Quaschner;24;Germany;DEU;65;700000;4000;Right;LM;Midfield
F. Forte;25;Italy;ITA;65;700000;4000;Left;RS;Attack
C. Lavery;25;Northern Ireland;IRL;65;675000;4000;Right;ST;Attack
G. Aguirre;22;Mexico;MEX;65;675000;4000;Right;CB;Defense
C. Trueman;22;England;GBR;65;675000;4000;Right;GK;Defense
O. Hawkins;26;England;GBR;65;675000;4000;Right;ST;Attack
J. Murillo;25;Ecuador;ECU;65;650000;4000;Left;LM;Midfield
U. Garcia;22;Switzerland;CHE;65;650000;4000;Left;LB;Defense
G. Nepomuceno;25;Curacao;BRA;65;650000;4000;Left;LM;Midfield
G. Wüthrich;23;Switzerland;CHE;65;650000;4000;Right;CB;Defense
N. Mbemba;23;France;FRA;65;625000;4000;Right;CDM;Midfield
R. Lacazette;24;France;FRA;65;625000;4000;Right;CDM;Midfield
Zhao Yuhao;25;China PR;CHN;65;625000;4000;Right;CDM;Midfield
H. Toffolo;22;England;GBR;65;600000;4000;Left;LB;Defense
E. Ataseven;25;Turkey;TUR;65;600000;4000;Right;CDM;Midfield
M. De Iriondo;25;Argentina;ARG;65;600000;4000;Right;CDM;Midfield
C. Schoissengeyr;23;Austria;AUT;65;600000;4000;Right;CB;Defense
P. Tschernegg;25;Austria;AUT;65;600000;4000;Right;CDM;Midfield
Park Yi-Young;24;Korea Republic;KOR;65;600000;4000;Left;RB;Defense
A. Sandona;25;Argentina;ARG;65;600000;4000;Right;LCB;Defense
B. Stokke;27;Norway;NOR;65;575000;4000;Left;LS;Attack
G. Paquiez;24;France;FRA;65;575000;4000;Left;RB;Defense
Hu Rentian;27;China PR;CHN;65;575000;4000;Right;RW;Attack
M. Benning;24;England;GBR;65;575000;4000;Left;LWB;Defense
Y. Barnawi;24;Saudi Arabia;SAU;65;575000;4000;Right;RB;Defense
C. Ohene;24;Ghana;GHA;65;575000;4000;Right;RCM;Midfield
A. Thompson;25;Northern Ireland;IRL;65;575000;4000;Right;CB;Defense
O. Berber;26;Turkey;TUR;65;550000;4000;Left;LB;Defense
C. Wernitznig;28;Austria;AUT;65;550000;4000;Right;RCM;Midfield
F. Milo;26;Argentina;ARG;65;550000;4000;Left;LB;Defense
M. Kudo;28;Japan;JPN;65;550000;4000;Right;ST;Attack
P. Schürpf;28;Switzerland;CHE;65;550000;4000;Left;LM;Midfield
M. Saadane;26;Morocco;MAR;65;550000;4000;Right;LCB;Defense
S. Grether;26;Switzerland;CHE;65;550000;4000;Right;RB;Defense
J. Clauss;25;France;FRA;65;550000;4000;Right;RB;Defense
C. Mosca;27;Argentina;ARG;65;550000;4000;Left;RCM;Midfield
T. Mpati;26;Belgium;BEL;65;525000;4000;Right;RB;Defense
P. Alvarenga;30;Paraguay;PRY;65;525000;4000;Right;ST;Attack
J. Steer;25;England;GBR;65;525000;4000;Left;GK;Defense
A. Batsula;26;Ukraine;UKR;65;525000;4000;Left;CB;Defense
G. Rehak;25;Argentina;ARG;65;525000;4000;Right;GK;Defense
Lei Tenglong;27;China PR;CHN;65;525000;4000;Right;LCB;Defense
B. Pringle;29;England;GBR;65;525000;4000;Left;LM;Midfield
B. Verboom;26;Belgium;BEL;65;525000;4000;Left;LB;Defense
Fan Yunlong;29;China PR;CHN;65;525000;4000;Right;LM;Midfield
I. Akdağ;26;Turkey;TUR;65;525000;4000;Right;RDM;Midfield
M. Gollner;27;Austria;AUT;65;500000;4000;Left;CB;Defense
C. Stokes;27;England;GBR;65;500000;4000;Left;LCB;Defense
B. Samba;24;France;FRA;65;500000;4000;Left;GK;Defense
A. Çeviker;28;Turkey;TUR;65;500000;4000;Right;RDM;Midfield
O. Cissé;27;Mali;MLI;65;500000;4000;Left;CDM;Midfield
L. James;30;Wales;GBR;65;500000;4000;Right;RDM;Midfield
Benjamin Muscato;26;Brazil;BRA;65;475000;4000;Right;CB;Defense
Mao Jianqing;31;China PR;CHN;65;475000;4000;Right;LW;Attack
W. Thomas;31;England;GBR;65;475000;4000;Right;LS;Attack
R. Salinas;31;Argentina;ARG;65;475000;4000;Left;ST;Attack
T. Diagouraga;31;France;FRA;65;475000;4000;Right;CM;Midfield
N. Adams;31;Wales;GBR;65;475000;4000;Right;RWB;Defense
B. Sverrisson;28;Iceland;ISL;65;450000;4000;Left;CDM;Midfield
G. Gunning;27;Republic of Ireland;IRL;65;450000;4000;Left;CB;Defense
J. Zwischenbrugger;28;Austria;AUT;65;450000;4000;Right;CB;Defense
M. Akça;27;Turkey;TUR;65;450000;4000;Right;CB;Defense
M. Álvarez;29;Argentina;ARG;65;450000;4000;Left;GK;Defense
M. Fink;28;Slovenia;SVN;65;425000;4000;Right;RB;Defense
G. Castillejos;32;Argentina;ARG;65;425000;4000;Right;ST;Attack
J. Mills;28;England;GBR;65;425000;4000;Left;LB;Defense
Henrique Jardinel;30;Brazil;BRA;65;400000;4000;Right;CDM;Midfield
E. Schreiner;29;Austria;AUT;65;400000;4000;Left;LB;Defense
Sidnei Dalmeira;30;Brazil;BRA;65;400000;4000;Right;CB;Defense
C. Alkılıç;30;Turkey;TUR;65;400000;4000;Right;RB;Defense
Wang Gang;29;China PR;CHN;65;400000;4000;Right;RB;Defense
L. Prosser;30;England;GBR;65;400000;4000;Left;LCB;Defense
Liu Dianzuo;28;China PR;CHN;65;375000;4000;Right;GK;Defense
S. Brandy;33;Germany;DEU;65;350000;4000;Right;ST;Attack
C. Woods;31;England;GBR;65;350000;4000;Right;RB;Defense
J. Bjørdal;32;Norway;NOR;65;300000;4000;Right;CB;Defense
Han Peng;34;China PR;CHN;65;280000;4000;Right;ST;Attack
L. Legge;33;England;GBR;65;220000;4000;Right;RCB;Defense
A. Kruiswijk;33;Netherlands;NLD;65;210000;4000;Left;LB;Defense
P. De la Vega;17;Argentina;ARG;65;1100000;3000;Right;LW;Attack
J. Serra;20;Germany;DEU;65;1100000;3000;Left;LS;Attack
I. Openda;18;Belgium;BEL;65;1100000;3000;Right;ST;Attack
K. Grant;20;England;GBR;65;1100000;3000;Right;LS;Attack
C. Pickel;21;Switzerland;CHE;65;1100000;3000;Right;LDM;Midfield
C. Früchtl;18;Germany;DEU;65;1000000;3000;Left;GK;Defense
A. Hadžiahmetović;21;Bosnia Herzegovina;MKD;65;1000000;3000;Right;LM;Midfield
N. Lang;19;Netherlands;NLD;65;950000;3000;Right;LW;Attack
R. Ledson;20;England;GBR;65;950000;3000;Right;CM;Midfield
N. Venema;19;Netherlands;NLD;65;950000;3000;Right;ST;Attack
A. Koita;19;Belgium;BEL;65;950000;3000;Right;LW;Attack
L. Verstraete;19;Belgium;BEL;65;925000;3000;Right;RCM;Midfield
A. Benchaib;20;Belgium;BEL;65;925000;3000;Right;CAM;Midfield
J. Pohl;22;Denmark;DNK;65;925000;3000;Right;ST;Attack
B. Close;21;England;GBR;65;925000;3000;Right;CM;Midfield
Bruno Gomes;21;Brazil;BRA;65;875000;3000;Right;ST;Attack
Erik Expósito;22;Spain;ESP;65;875000;3000;Left;ST;Attack
C. Chaplin;21;England;GBR;65;875000;3000;Left;LS;Attack
S. Dembele;21;Scotland;GBR;65;875000;3000;Right;LM;Midfield
H. Bjørdal;21;Norway;NOR;65;850000;3000;Right;RM;Midfield
B. Figueroa;19;Mexico;MEX;65;850000;3000;Right;LM;Midfield
J. Rhyner;22;Switzerland;CHE;65;850000;3000;Right;CB;Defense
G. Rojas;21;Argentina;ARG;65;850000;3000;Left;LB;Defense
